poemId,emotion,le_prob,ai_prob,xi_prob,nu/hao_prob,si_prob
458,哀,0.0005,0.9972,0.0001,0.0843,0.1524
459,思,0.0372,0.1395,0.1267,0.3211,0.5787
460,哀,0.2652,0.3588,0.0469,0.2417,0.1702
461,思,0.0287,0.0251,0.0004,0.1193,0.9058
462,思,0.0243,0.2402,0.0058,0.0089,0.8829
463,乐,0.6065,0.0856,0.0164,0.0015,0.3128
464,"乐, 思",0.7101,0.0060,0.0047,0.0043,0.5194
465,"哀, 思",0.0009,0.9811,0.0191,0.0019,0.6875
466,思,0.2652,0.0219,0.001,0.0135,0.8344
467,乐,0.9625,0.0246,0.112,0.0173,0.0341
468,哀,0.0273,0.4888,0.0368,0.0265,0.182
469,哀,0.2319,0.9966,0.0246,0.0003,0.0281
470,哀,0.054,0.9762,0.0244,0.2029,0.1457
471,怒/豪,0.3362,0.0275,0.1515,0.8745,0.0751
472,"乐, 思",0.8297,0.0371,0.0632,0.0002,0.6733
473,思,0.3494,0.1895,0.0083,0.005,0.8484
474,思,0.0514,0.0063,0.0016,0.0104,0.9447
475,乐,0.8284,0.0093,0.0001,0.0082,0.1898
476,"哀, 思",0.0240,0.9306,0.0011,0.0302,0.7916
477,哀,0.0045,0.9988,0.0001,0.0025,0.0367
478,"哀, 思",0.0087,0.9318,0.0031,0.0015,0.7869
479,乐,0.8152,0.0133,0.3364,0.0125,0.1573
480,哀,0.0155,0.9939,0.0094,0.0019,0.0385
481,哀,0.1915,0.8719,0.0017,0.0674,0.0238
482,思,0.0099,0.3679,0.0008,0.0026,0.8106
483,哀,0.0656,0.9726,0.0219,0.0316,0.1795
484,"哀, 思",0.0031,0.5122,0.0009,0.0003,0.9596
485,哀,0.1745,0.5572,0.3447,0.0569,0.4593
486,"喜, 思",0.0712,0.0005,0.7074,0.0009,0.9086
487,乐,0.3093,0.1855,0.1503,0.0067,0.1464
488,思,0.0442,0.1343,0.0046,0.0001,0.7093
489,乐,0.7933,0.1619,0.1857,0.0955,0.1048
490,"哀, 思",0.0139,0.7448,0.0019,0.0744,0.6511
491,"哀, 怒/豪",0.1124,0.5157,0.0070,0.9116,0.0518
492,哀,0.0127,0.9961,0.0003,0.0026,0.0175
493,哀,0.1602,0.9166,0.0052,0.0719,0.2259
494,哀,0.0038,0.9493,0.0045,0.1564,0.3361
495,哀,0.1535,0.6663,0.0429,0.0017,0.0689
496,思,0.4113,0.0165,0.0753,0.0005,0.7384
497,思,0.0214,0.2195,0.0152,0.056,0.8951
498,乐,0.7432,0.0989,0.0011,0.0003,0.1734
499,哀,0.1614,0.9066,0.0167,0.0021,0.1244
500,哀,0.1075,0.8327,0.0141,0.0287,0.4492
501,哀,0.0836,0.6172,0.0099,0.0301,0.3915
502,怒/豪,0.0927,0.1195,0.0323,0.4789,0.1026
503,哀,0.2195,0.9814,0.0058,0.0025,0.0356
504,哀,0.0788,0.9581,0.0157,0.0039,0.1182
505,哀,0.0654,0.4048,0.0924,0.002,0.399
506,思,0.0342,0.0562,0.0067,0.0922,0.9663
507,哀,0.0354,0.9971,0.0022,0.0096,0.0071
508,"乐, 哀",0.6053,0.7012,0.0050,0.0199,0.1345
509,乐,0.4384,0.1467,0.1448,0.0008,0.3611
510,"乐, 喜",0.6232,0.0012,0.9828,0.0247,0.0158
511,乐,0.4867,0.0415,0.0694,0.0656,0.4468
512,哀,0.004,0.7118,0.0128,0.3349,0.3548
513,哀,0.0005,0.9993,0.0015,0.0076,0.1146
514,哀,0.0991,0.8059,0.0067,0.0086,0.0034
515,"哀, 思",0.0170,0.8275,0.0052,0.0191,0.8815
516,哀,0.188,0.9236,0.0029,0.0197,0.3042
517,思,0.1092,0.3084,0.0163,0.0075,0.3919
518,哀,0.0017,0.9986,0.0002,0.0279,0.0491
519,思,0.1124,0.1927,0.0008,0.0014,0.9491
520,思,0.1104,0.3358,0.0158,0.0419,0.4489
521,哀,0.0175,0.7231,0.0003,0.0019,0.3979
522,"哀, 思",0.0124,0.9645,0.0083,0.0002,0.6549
523,思,0.138,0.4489,0.0251,0.002,0.5047
524,乐,0.4984,0.116,0.0003,0.0112,0.4326
525,哀,0.0023,0.9988,0.0004,0.006,0.0624
526,哀,0.0557,0.686,0.0038,0.0019,0.2196
527,"哀, 思",0.0006,0.9966,0.0012,0.0217,0.6888
528,哀,0.0847,0.9791,0.0006,0.0003,0.1837
529,哀,0.0014,0.9984,0.0044,0.0093,0.0105
530,哀,0.0923,0.9505,0.0028,0.0258,0.0402
531,"乐, 思",0.5452,0.0126,0.0058,0.0006,0.5870
532,哀,0.0027,0.9937,0.0019,0.0034,0.1234
533,哀,0.0034,0.9999,0.0001,0.0002,0.0163
534,哀,0.0016,0.9988,0.0012,0.0044,0.0713
535,哀,0.1657,0.5007,0.0014,0.0022,0.0756
536,哀,0.0185,0.9292,0.0003,0.0674,0.4112
537,思,0.0099,0.4795,0.0008,0.0004,0.9382
538,思,0.0318,0.2419,0.0863,0.0577,0.5123
539,哀,0.0203,0.9757,0.0146,0.0022,0.28
540,哀,0.0623,0.9718,0.0114,0.0207,0.2722
541,"哀, 思",0.0006,0.9891,0.0005,0.0092,0.5536
542,哀,0.0145,0.9997,0.0001,0.0002,0.0398
543,哀,0.0005,0.9917,0.0016,0.0003,0.3181
544,"乐, 思",0.7241,0.0010,0.0484,0.0055,0.7635
545,思,0.192,0.1907,0.0438,0.0015,0.9849
546,哀,0.0114,0.8211,0.0023,0.0005,0.4491
547,思,0.0096,0.4882,0.0042,0.0052,0.9081
548,思,0.0394,0.057,0.052,0.0028,0.9824
549,思,0.0489,0.3436,0.0249,0.0017,0.6487
550,哀,0.0046,0.9973,0.0001,0.0011,0.1747
551,哀,0.0204,0.6703,0.3887,0.1366,0.1928
552,乐,0.9763,0.0079,0.2027,0.0079,0.0818
553,思,0.1663,0.0733,0.0926,0.0147,0.3286
554,乐,0.5699,0.0617,0.002,0.0326,0.0426
555,思,0.4668,0.0645,0.0139,0.0463,0.9097
556,哀,0.0079,0.9981,0.002,0.0394,0.3237
557,思,0.1376,0.0289,0.1468,0.0012,0.9713
558,思,0.4105,0.1191,0.2828,0.0104,0.7299
559,哀,0.0042,0.9823,0.01,0.1035,0.0
560,乐,0.2466,0.127,0.0284,0.0946,0.179
561,哀,0.0006,0.9853,0.0031,0.0324,0.0375
562,哀,0.0816,0.808,0.0062,0.0115,0.3516
563,哀,0.0086,0.9924,0.0023,0.0489,0.0497
564,乐,0.9923,0.0238,0.3198,0.002,0.0044
565,"乐, 思",0.6639,0.0181,0.0215,0.1698,0.8121
566,哀,0.0307,0.9117,0.0183,0.0772,0.034
567,哀,0.1907,0.9689,0.0085,0.1094,0.08
568,喜,0.192,0.0219,0.905,0.1688,0.0
569,乐,0.8701,0.0041,0.0223,0.0742,0.2716
570,"哀, 怒/豪",0.0044,0.6676,0.0015,0.7249,0.0666
571,"哀, 怒/豪",0.0021,0.9963,0.0010,0.8375,0.2755
572,哀,0.0574,0.9168,0.0094,0.0097,0.1063
573,思,0.3692,0.3602,0.012,0.0485,0.5059
574,"哀, 思",0.0086,0.9933,0.0005,0.0084,0.5148
575,思,0.0089,0.2607,0.0279,0.0721,0.7399
576,哀,0.0006,0.9997,0.0007,0.0124,0.0187
577,"哀, 思",0.0002,0.8965,0.0000,0.0009,0.9804
578,哀,0.0064,0.9947,0.0001,0.1399,0.0961
579,"乐, 思",0.5852,0.0550,0.0047,0.0160,0.5247
580,哀,0.2601,0.3812,0.2108,0.0052,0.1637
581,哀,0.0158,0.2587,0.0025,0.0135,0.2286
582,思,0.0154,0.3952,0.004,0.0066,0.976
583,思,0.0497,0.0501,0.0303,0.0029,0.1589
584,思,0.0277,0.0004,0.0152,0.0088,0.9379
585,哀,0.0013,0.9757,0.008,0.0011,0.1834
586,乐,0.7801,0.0317,0.0092,0.0009,0.3559
587,哀,0.0133,0.996,0.0006,0.001,0.079
588,"哀, 思",0.0145,0.5425,0.0060,0.0276,0.9068
589,思,0.0292,0.3244,0.1729,0.0347,0.5074
590,思,0.1586,0.1908,0.0353,0.0113,0.8813
591,思,0.0145,0.3397,0.0442,0.0008,0.3611
592,哀,0.0164,0.9397,0.0087,0.1459,0.4373
593,"哀, 思",0.0004,0.8847,0.0010,0.0106,0.6731
594,哀,0.0152,0.9622,0.0939,0.0301,0.472
595,"哀, 思",0.1335,0.5651,0.0102,0.1789,0.6770
596,哀,0.0036,0.8756,0.0191,0.07,0.0129
597,哀,0.0615,0.9934,0.0126,0.0282,0.2295
598,"乐, 哀",0.8757,0.5939,0.0579,0.0063,0.1205
599,"哀, 思",0.0061,0.8109,0.0007,0.0001,0.9727
600,思,0.0025,0.3461,0.0002,0.0244,0.7739
601,喜,0.2072,0.3726,0.4103,0.0042,0.074
602,思,0.0059,0.2011,0.0405,0.0001,0.6111
603,思,0.0162,0.1651,0.0036,0.0312,0.9834
604,哀,0.2097,0.5689,0.0092,0.0004,0.3656
605,乐,0.375,0.0365,0.2573,0.192,0.0411
606,哀,0.001,0.9475,0.0209,0.0012,0.1668
607,"哀, 思",0.0032,0.7117,0.0005,0.0009,0.8663
608,思,0.0004,0.055,0.0023,0.0001,0.9981
609,"乐, 怒/豪",0.8990,0.0110,0.0003,0.7551,0.0192
610,思,0.0723,0.0397,0.0006,0.0463,0.998
611,"哀, 思",0.0008,0.5902,0.0005,0.0002,0.9926
612,"哀, 思",0.0188,0.6466,0.0180,0.0191,0.8216
613,哀,0.0108,0.6119,0.0023,0.0356,0.0862
614,乐,0.6481,0.3825,0.0063,0.2337,0.0981
615,乐,0.5374,0.0244,0.0025,0.0326,0.2455
616,"哀, 思",0.0040,0.6635,0.0013,0.0005,0.9645
617,哀,0.014,0.9154,0.0031,0.0534,0.0695
618,"乐, 思",0.5510,0.0267,0.0285,0.1902,0.7811
619,思,0.0242,0.0474,0.0105,0.001,0.9726
620,思,0.1002,0.2909,0.0018,0.0007,0.9945
621,思,0.2289,0.0084,0.0008,0.0004,0.9823
622,哀,0.0503,0.1936,0.0283,0.0042,0.0916
623,哀,0.0608,0.9949,0.0015,0.0006,0.0074
624,乐,0.988,0.0009,0.1624,0.0382,0.0036
625,"乐, 哀, 思",0.6833,0.6450,0.0541,0.0170,0.9355
626,喜,0.0843,0.0732,0.7176,0.0048,0.478
627,哀,0.1275,0.8496,0.0007,0.0047,0.2353
628,哀,0.0093,0.9989,0.0002,0.0008,0.112
629,乐,0.685,0.2987,0.0728,0.0346,0.1328
630,乐,0.5906,0.1853,0.0726,0.0032,0.3319
631,思,0.0698,0.0147,0.1355,0.0924,0.2008
632,乐,0.6882,0.0789,0.0042,0.2312,0.0311
633,乐,0.3385,0.2556,0.0268,0.1642,0.0322
634,乐,0.9024,0.1929,0.0796,0.0083,0.0545
635,哀,0.0453,0.8966,0.0313,0.0005,0.0587
636,哀,0.2167,0.8596,0.0184,0.016,0.3475
637,思,0.1039,0.1109,0.1604,0.005,0.3492
638,哀,0.034,0.8228,0.0351,0.2441,0.1085
639,"哀, 思",0.0038,0.7495,0.0353,0.0012,0.9679
640,哀,0.275,0.5199,0.0477,0.0256,0.1933
641,"乐, 思",0.5299,0.0063,0.0441,0.0296,0.7787
642,乐,0.5349,0.1783,0.13,0.1141,0.1685
643,哀,0.0219,0.9869,0.0099,0.001,0.3342
644,思,0.0314,0.0611,0.0008,0.1208,0.8859
645,哀,0.0256,0.793,0.0262,0.0375,0.0292
646,哀,0.0043,0.9929,0.0055,0.0022,0.0687
647,哀,0.0152,0.9742,0.0125,0.0018,0.0367
648,乐,0.3892,0.0889,0.0268,0.0385,0.087
649,哀,0.0004,0.9989,0.0124,0.0006,0.0059
650,"乐, 思",0.5482,0.0037,0.0385,0.0047,0.7583
651,"哀, 怒/豪",0.0044,0.5593,0.1653,0.8615,0.0352
652,乐,0.8731,0.059,0.0817,0.0098,0.1267
653,思,0.0141,0.3272,0.0039,0.0209,0.9886
654,哀,0.0551,0.9451,0.0229,0.0028,0.3195
655,思,0.0873,0.4706,0.0104,0.0002,0.5214
656,思,0.4542,0.0014,0.0603,0.1037,0.7937
657,哀,0.2119,0.5911,0.0193,0.0005,0.032
658,哀,0.0924,0.9978,0.0006,0.0015,0.0351
659,乐,0.5715,0.0816,0.0043,0.0254,0.3598
660,思,0.2341,0.3212,0.0428,0.0011,0.8545
661,思,0.0429,0.4211,0.0192,0.0242,0.834
662,哀,0.03,0.9906,0.002,0.0299,0.1055
663,"怒/豪, 思",0.0761,0.0174,0.0253,0.6102,0.6460
664,思,0.0004,0.1761,0.0001,0.0057,0.9962
665,乐,0.8562,0.0186,0.3903,0.0389,0.3018
666,思,0.2689,0.0927,0.0573,0.0026,0.9315
667,"哀, 思",0.0360,0.7748,0.0295,0.0146,0.6778
668,思,0.123,0.0219,0.0031,0.0015,0.9303
669,"哀, 思",0.0185,0.9989,0.0028,0.0016,0.8734
670,思,0.175,0.0665,0.0484,0.0029,0.9868
671,"哀, 思",0.0323,0.8553,0.0049,0.0001,0.7583
672,哀,0.0847,0.961,0.0003,0.0018,0.1095
673,喜,0.0561,0.0368,0.8563,0.0053,0.141
674,哀,0.0923,0.94,0.0055,0.0049,0.0176
675,思,0.1969,0.0338,0.0412,0.003,0.7492
676,乐,0.8858,0.0061,0.0266,0.0095,0.0383
677,哀,0.2477,0.8319,0.0949,0.0054,0.0022
678,乐,0.9248,0.005,0.2449,0.0052,0.076
679,哀,0.0391,0.9967,0.001,0.0097,0.0108
680,"乐, 思",0.8112,0.1662,0.0252,0.1065,0.7780
681,"哀, 怒/豪",0.0057,0.6383,0.0094,0.7571,0.0250
682,哀,0.0251,0.8621,0.015,0.0004,0.2802
683,哀,0.0599,0.4868,0.0574,0.0328,0.1784
684,"哀, 思",0.4303,0.5622,0.1766,0.1739,0.5648
685,哀,0.0225,0.9989,0.0004,0.0004,0.0559
686,哀,0.3838,0.7157,0.0122,0.0144,0.2273
687,思,0.0779,0.0595,0.0004,0.1201,0.9556
688,哀,0.0061,0.9988,0.0015,0.0074,0.0663
689,乐,0.3396,0.2139,0.3389,0.0271,0.1047
690,哀,0.1151,0.7501,0.4437,0.0017,0.3592
691,哀,0.1026,0.8333,0.015,0.0006,0.3511
692,乐,0.9178,0.4364,0.0466,0.0017,0.011
693,乐,0.7549,0.2014,0.1773,0.0582,0.0228
694,乐,0.9226,0.0292,0.0187,0.0001,0.0767
695,哀,0.3483,0.7084,0.0855,0.0616,0.4354
696,哀,0.0374,0.9991,0.0001,0.0002,0.1
697,哀,0.0035,0.9654,0.0024,0.024,0.1153
698,"乐, 哀",0.6021,0.7624,0.1097,0.2280,0.0026
699,哀,0.1837,0.9212,0.0057,0.0012,0.2123
700,哀,0.0013,0.9914,0.0017,0.0147,0.062
701,哀,0.2511,0.9886,0.0794,0.0488,0.2276
702,思,0.1953,0.0225,0.0045,0.0014,0.9936
703,乐,0.8584,0.3667,0.0025,0.006,0.2366
704,"哀, 思",0.1611,0.9617,0.0553,0.0063,0.5139
705,"乐, 喜",0.6879,0.0301,0.5866,0.0020,0.3888
706,"哀, 思",0.0025,0.6886,0.0027,0.0106,0.5762
707,哀,0.0548,0.9597,0.0133,0.0242,0.0341
708,"哀, 思",0.0141,0.8213,0.0109,0.0141,0.9637
709,思,0.0573,0.0988,0.0042,0.0364,0.6525
710,"怒/豪, 思",0.0651,0.0856,0.1787,0.6479,0.9608
711,思,0.1695,0.0509,0.1282,0.0139,0.6663
712,"哀, 思",0.0464,0.6726,0.0157,0.0076,0.5343
713,哀,0.2387,0.8793,0.0003,0.0362,0.0189
714,思,0.0152,0.09,0.0049,0.0604,0.9108
715,怒/豪,0.4944,0.0085,0.0137,0.8616,0.0609
716,乐,0.8403,0.0027,0.0504,0.0613,0.1311
717,"乐, 思",0.7441,0.1061,0.0689,0.0701,0.6071
718,哀,0.0014,0.9936,0.0002,0.0092,0.3454
719,哀,0.0145,0.9876,0.0014,0.0466,0.0976
720,思,0.2368,0.3256,0.0283,0.0048,0.812
721,哀,0.0028,0.9986,0.0058,0.0006,0.3217
722,哀,0.0007,0.9972,0.0045,0.0044,0.1579
723,思,0.3679,0.0635,0.0026,0.0075,0.9564
724,怒/豪,0.1791,0.4403,0.0111,0.6531,0.1066
725,怒/豪,0.249,0.0081,0.0465,0.4582,0.1695
726,思,0.1677,0.3287,0.0197,0.0071,0.755
727,思,0.1082,0.0956,0.1175,0.0984,0.2732
728,乐,0.9106,0.0145,0.0031,0.0051,0.1566
729,乐,0.4994,0.0065,0.0273,0.0055,0.3316
730,思,0.0701,0.0209,0.0957,0.208,0.8955
731,"哀, 思",0.0283,0.6524,0.0486,0.0001,0.9138
732,思,0.0099,0.3963,0.0045,0.0044,0.9776
733,哀,0.1087,0.5863,0.0254,0.0082,0.1967
734,乐,0.9565,0.0042,0.0157,0.0031,0.0831
735,思,0.2429,0.074,0.0067,0.4057,0.7986
736,思,0.2204,0.2957,0.0268,0.0456,0.7427
737,思,0.0302,0.1577,0.0041,0.0768,0.8042
738,思,0.1153,0.3242,0.0976,0.0022,0.4104
739,哀,0.0458,0.9711,0.0459,0.0195,0.0119
740,思,0.0087,0.4463,0.0021,0.0054,0.9331
741,思,0.4248,0.1158,0.0005,0.0548,0.4528
742,"哀, 思",0.0280,0.9847,0.0004,0.0008,0.6746
743,怒/豪,0.1503,0.1215,0.0177,0.1586,0.1064
744,乐,0.8447,0.0481,0.1089,0.0009,0.0116
745,思,0.0194,0.2541,0.055,0.1964,0.9547
746,喜,0.2709,0.4918,0.7802,0.0017,0.0027
747,哀,0.1954,0.5308,0.1278,0.0425,0.2834
748,乐,0.7984,0.1325,0.1591,0.0067,0.0756
749,"哀, 思",0.0019,0.5938,0.0016,0.0783,0.7989
750,"乐, 思",0.8363,0.0078,0.0224,0.0295,0.8568
751,"乐, 喜",0.6971,0.0040,0.9315,0.0118,0.0226
752,哀,0.0751,0.421,0.0025,0.193,0.3924
753,"乐, 思",0.6514,0.0413,0.0021,0.0013,0.7974
754,哀,0.0022,0.7967,0.0983,0.4642,0.0092
755,思,0.2212,0.2266,0.1085,0.1035,0.6855
756,哀,0.0903,0.7807,0.0039,0.0024,0.4053
757,"乐, 思",0.8126,0.1036,0.0090,0.0002,0.5407
758,乐,0.7809,0.119,0.0728,0.0005,0.148
759,喜,0.1484,0.0663,0.3931,0.1052,0.0411
760,乐,0.8943,0.0522,0.0011,0.4714,0.0169
761,哀,0.0074,0.9898,0.0019,0.0037,0.2606
762,乐,0.7272,0.0906,0.0089,0.1382,0.0543
763,思,0.096,0.0058,0.4419,0.0009,0.8714
764,哀,0.0877,0.4996,0.0116,0.2974,0.1641
765,哀,0.0119,0.6026,0.001,0.0752,0.2825
766,"哀, 思",0.0329,0.9925,0.0039,0.0205,0.6515
767,哀,0.0062,0.8608,0.0347,0.0245,0.0093
768,思,0.1092,0.0062,0.4011,0.0029,0.4813
769,哀,0.0143,0.8543,0.0039,0.026,0.3449
770,乐,0.8131,0.1604,0.0004,0.0586,0.0321
771,乐,0.6234,0.0119,0.2612,0.0039,0.394
772,乐,0.8664,0.0029,0.0438,0.4613,0.0397
773,"喜, 思",0.0421,0.0042,0.7276,0.0830,0.7203
774,思,0.1197,0.0014,0.0052,0.0002,0.9875
775,乐,0.9843,0.0491,0.0191,0.0094,0.0412
776,思,0.0133,0.1821,0.0957,0.046,0.3874
777,喜,0.2665,0.3105,0.3246,0.0322,0.1709
778,思,0.1803,0.1903,0.0016,0.1627,0.681
779,思,0.1263,0.2185,0.2434,0.0009,0.9252
780,"乐, 怒/豪, 思",0.5383,0.0404,0.0246,0.7932,0.6328
781,思,0.0386,0.1064,0.0888,0.0188,0.9626
782,思,0.2974,0.0996,0.0177,0.0002,0.6587
783,思,0.0424,0.136,0.0262,0.0001,0.2613
784,哀,0.0181,0.8981,0.0011,0.0005,0.2668
785,乐,0.9848,0.0041,0.0483,0.009,0.0636
786,哀,0.0669,0.4952,0.058,0.0002,0.4924
787,思,0.048,0.3808,0.0016,0.0358,0.5025
788,"哀, 思",0.0208,0.8952,0.0030,0.0006,0.9211
789,哀,0.1867,0.6842,0.0122,0.2916,0.0639
790,"乐, 喜",0.6755,0.0430,0.8160,0.0229,0.0138
791,乐,0.8395,0.0476,0.1457,0.0003,0.1962
792,哀,0.1978,0.824,0.0199,0.0023,0.0267
793,哀,0.0503,0.4331,0.0113,0.1707,0.1811
794,哀,0.2298,0.7623,0.023,0.0863,0.0069
795,思,0.0389,0.1205,0.0438,0.076,0.9169
796,思,0.2516,0.0931,0.0056,0.0087,0.4409
797,"哀, 思",0.0154,0.7941,0.0050,0.0073,0.9299
798,哀,0.4237,0.678,0.0021,0.0152,0.2144
799,乐,0.9871,0.003,0.0497,0.0488,0.021
800,"哀, 思",0.0308,0.9330,0.0006,0.0060,0.7779
801,"喜, 思",0.1528,0.0204,0.5044,0.0029,0.9590
802,思,0.2958,0.0424,0.0004,0.0068,0.894
803,思,0.2087,0.3979,0.0021,0.0749,0.8024
804,哀,0.0106,0.9816,0.006,0.0017,0.0519
805,思,0.3213,0.442,0.0028,0.0322,0.72
806,思,0.0339,0.237,0.0283,0.0085,0.8339
807,"哀, 思",0.3128,0.9058,0.0051,0.0261,0.5152
808,乐,0.9651,0.0039,0.0766,0.0008,0.2438
809,哀,0.4305,0.7454,0.0026,0.3631,0.2249
810,思,0.0028,0.3242,0.002,0.011,0.9953
811,怒/豪,0.0911,0.1299,0.0179,0.8762,0.1043
812,思,0.0732,0.1303,0.0618,0.4218,0.4587
813,思,0.0158,0.1125,0.0723,0.0323,0.5264
814,喜,0.1067,0.0506,0.8936,0.0022,0.2996
815,"乐, 思",0.5751,0.0129,0.4653,0.0074,0.5536
816,思,0.0068,0.0055,0.0045,0.3621,0.7585
817,乐,0.535,0.3239,0.0009,0.0008,0.1564
818,"哀, 思",0.0181,0.8543,0.0007,0.0008,0.5060
819,"乐, 喜",0.7294,0.0187,0.7509,0.0020,0.0577
820,哀,0.0101,0.9212,0.0267,0.0152,0.1806
821,哀,0.0367,0.8983,0.0257,0.0274,0.4264
822,思,0.0692,0.0729,0.142,0.1522,0.2429
823,哀,0.1009,0.7941,0.0504,0.0201,0.0627
824,哀,0.0573,0.9893,0.0076,0.0004,0.0158
825,乐,0.6794,0.0007,0.0125,0.0017,0.3993
826,哀,0.0103,0.9478,0.0003,0.0011,0.4049
827,哀,0.1662,0.9197,0.0625,0.0271,0.0567
828,哀,0.168,0.8058,0.0087,0.0227,0.4175
829,哀,0.0302,0.9544,0.0305,0.0337,0.4226
830,哀,0.0788,0.8923,0.0003,0.0024,0.0264
831,乐,0.8897,0.2339,0.0659,0.1381,0.0243
832,乐,0.4865,0.045,0.1321,0.0158,0.206
833,"哀, 思",0.0041,0.8871,0.0017,0.0005,0.9695
834,思,0.0485,0.0309,0.036,0.0329,0.9915
835,哀,0.0003,0.9906,0.0001,0.0052,0.1191
836,喜,0.2194,0.0112,0.7446,0.0142,0.4973
837,乐,0.7761,0.0066,0.0133,0.0119,0.1851
838,乐,0.6152,0.0322,0.085,0.0224,0.2186
839,思,0.0938,0.0137,0.003,0.3343,0.6084
840,"哀, 思",0.0951,0.5381,0.0070,0.0185,0.8091
841,哀,0.0208,0.6664,0.1158,0.0035,0.1415
842,乐,0.9334,0.007,0.0473,0.0006,0.0181
843,哀,0.0036,0.334,0.0009,0.0129,0.306
844,"乐, 思",0.9279,0.0013,0.2917,0.0040,0.7333
845,乐,0.4197,0.1344,0.098,0.0006,0.3725
846,"哀, 思",0.4366,0.5704,0.0999,0.0067,0.5903
847,思,0.1768,0.1363,0.0021,0.0564,0.808
848,思,0.0025,0.0511,0.0096,0.056,0.9822
849,思,0.0418,0.0244,0.0006,0.1085,0.6543
850,乐,0.8715,0.0063,0.3655,0.0413,0.4985
851,乐,0.8814,0.0008,0.3944,0.0287,0.0303
852,"哀, 思",0.0021,0.6734,0.0047,0.0665,0.5102
853,思,0.1891,0.1078,0.0282,0.0653,0.4611
854,乐,0.6443,0.2583,0.0048,0.01,0.0269
855,哀,0.029,0.5854,0.1584,0.1415,0.0116
856,乐,0.7882,0.0491,0.0247,0.0061,0.3951
857,哀,0.0039,0.9756,0.0022,0.0602,0.2399
858,哀,0.2777,0.8565,0.0984,0.0059,0.0285
859,思,0.1372,0.1901,0.0348,0.077,0.3702
860,"乐, 喜, 思",0.7120,0.0051,0.8933,0.0217,0.5147
861,乐,0.6874,0.0088,0.1341,0.1355,0.0368
862,哀,0.0036,0.7419,0.0743,0.0248,0.3146
863,"乐, 思",0.9375,0.0153,0.1337,0.0090,0.5802
864,思,0.3196,0.0044,0.0166,0.0011,0.6782
865,思,0.041,0.1266,0.0646,0.0094,0.7037
866,"乐, 怒/豪",0.5407,0.0239,0.4263,0.9242,0.0336
867,思,0.1214,0.0168,0.0633,0.0121,0.9261
868,乐,0.9144,0.0316,0.0719,0.0181,0.1498
869,哀,0.0074,0.9473,0.0004,0.0123,0.1886
870,"哀, 思",0.0586,0.5310,0.0297,0.0063,0.6464
871,哀,0.0151,0.9604,0.0058,0.0573,0.0297
872,思,0.296,0.2859,0.0007,0.0009,0.675
873,思,0.0949,0.0511,0.0398,0.0424,0.7736
874,乐,0.9324,0.2173,0.0548,0.0291,0.0595
875,乐,0.5094,0.0183,0.1286,0.0066,0.4081
876,思,0.0743,0.047,0.0179,0.0008,0.8929
877,哀,0.0116,0.9782,0.0186,0.0997,0.0927
878,"哀, 思",0.0016,0.9748,0.0022,0.0010,0.7269
879,思,0.3302,0.0197,0.4225,0.0001,0.7901
880,"乐, 思",0.9719,0.0002,0.0336,0.0018,0.6131
881,乐,0.4561,0.1696,0.0003,0.0196,0.2279
882,乐,0.5584,0.0377,0.0831,0.1297,0.0749
883,思,0.0595,0.1264,0.0954,0.3029,0.5097
884,哀,0.0059,0.9521,0.0131,0.0157,0.3879
885,哀,0.0073,0.9938,0.0003,0.0164,0.3009
886,乐,0.8957,0.0027,0.1019,0.0835,0.1585
887,思,0.3768,0.0371,0.0987,0.1342,0.6432
888,思,0.0797,0.2277,0.0166,0.0318,0.6148
889,乐,0.8867,0.1622,0.0935,0.0192,0.0381
890,乐,0.1111,0.0535,0.009,0.1016,0.0582
891,哀,0.2566,0.8845,0.0631,0.0009,0.33
892,哀,0.1159,0.759,0.0331,0.0067,0.4441
893,乐,0.8992,0.007,0.2576,0.0083,0.0473
894,哀,0.1854,0.3986,0.053,0.2195,0.061
895,哀,0.0042,0.9965,0.0019,0.0023,0.0082
896,哀,0.0196,0.9158,0.3701,0.01,0.0519
897,哀,0.0946,0.3175,0.0202,0.2218,0.2632
898,怒/豪,0.1136,0.0965,0.1919,0.6983,0.2881
899,思,0.011,0.0326,0.0404,0.1267,0.3816
900,哀,0.1039,0.9219,0.0252,0.0032,0.0639
901,思,0.0388,0.0898,0.0189,0.0043,0.9936
902,乐,0.9811,0.0322,0.005,0.011,0.0179
903,哀,0.043,0.9905,0.0093,0.0095,0.0144
904,哀,0.0153,0.7003,0.005,0.2695,0.0636
905,哀,0.0056,0.9994,0.0009,0.022,0.0224
906,乐,0.6772,0.003,0.2755,0.1513,0.0374
907,"乐, 喜",0.6209,0.0173,0.8606,0.0100,0.0923
908,思,0.0122,0.0068,0.0041,0.0158,0.5738
909,"乐, 思",0.6381,0.4619,0.0379,0.0435,0.7766
910,"哀, 思",0.0137,0.9801,0.0009,0.1280,0.5897
911,哀,0.1881,0.7359,0.0055,0.1249,0.459
912,"哀, 思",0.2747,0.5122,0.0273,0.0007,0.9096
913,乐,0.6758,0.0515,0.0307,0.0086,0.2805
914,哀,0.0633,0.8803,0.0008,0.0049,0.2696
915,"乐, 思",0.7223,0.0143,0.0087,0.0002,0.8214
916,思,0.2949,0.0648,0.0013,0.0006,0.9204
